iter	Passed	Remaining
165	6467	13012
166	6495	12951
167	6521	12887
168	6549	12828
169	6580	12774
170	6609	12717
171	6636	12654
172	6663	12595
173	6689	12533
174	6715	12472
175	6744	12415
176	6775	12363
177	6802	12305
178	6830	12249
179	6859	12194
180	6887	12139
181	6916	12084
182	6945	12030
183	6971	11972
184	7000	11919
185	7028	11865
186	7055	11808
187	7083	11754
188	7113	11704
189	7142	11653
190	7172	11602
191	7198	11547
192	7229	11500
193	7284	11490
194	7336	11475
195	7386	11455
196	7431	11430
197	7467	11389
198	7497	11340
199	7530	11296
200	7563	11251
201	7612	11230
202	7646	11187
203	7675	11137
204	7701	11082
205	7729	11031
206	7758	10981
207	7790	10936
208	7816	10882
209	7844	10833
210	7872	10783
211	7898	10729
212	7927	10681
213	7958	10636
214	7988	10589
215	8016	10540
216	8044	10491
217	8074	10444
218	8101	10394
219	8128	10345
220	8155	10295
221	8183	10247
222	8210	10198
223	8237	10150
224	8276	10115
225	8303	10066
226	8334	10023
227	8361	9974
228	8390	9929
229	8418	9882
230	8444	9833
231	8477	9793
232	8511	9753
233	8543	9712
234	8584	9680
235	8625	9648
236	8673	9624
237	8716	9595
238	8756	9562
239	8803	9537
240	8868	9530
241	8913	9502
242	8949	9464
243	8982	9424
244	9017	9385
245	9060	9354
246	9101	9323
247	9147	9294
248	9195	9269
249	9275	9275
250	9317	9243
251	9367	9219
252	9397	9174
253	9431	9134
254	9479	9107
255	9519	9072
256	9554	9033
257	9592	8997
258	9625	8956
259	9655	8912
260	9682	8866
261	9713	8823
262	9742	8778
263	9780	8742
264	9818	8706
265	9859	8673
266	9926	8662
267	9999	8656
268	10070	8647
269	10120	8620
270	10162	8587
271	10194	8545
272	10226	8503
273	10258	8461
274	10289	8418
275	10318	8374
276	10353	8334
277	10388	8296
278	10430	8261
279	10467	8224
280	10526	8203
281	10617	8208
282	10691	8198
283	10763	8186
284	10795	8144
285	10822	8098
286	10851	8053
287	10880	8009
288	10907	7963
289	10936	7919
290	10964	7874
291	10992	7830
292	11022	7787
293	11053	7745
294	11084	7702
295	11123	7666
296	11187	7646
297	11256	7630
298	11341	7624
299	11378	7585
300	11412	7544
301	11437	7498
302	11464	7453
303	11491	7408
304	11519	7365
305	11551	7323
306	11582	7281
307	11610	7237
308	11639	7194
309	11665	7149
310	11694	7106
311	11725	7065
312	11757	7024
313	11807	6994
314	11875	6974
315	11944	6955
316	11978	6914
317	12008	6872
318	12042	6833
319	12071	6790
320	12101	6748
321	12128	6704
322	12158	6662
323	12189	6621
324	12218	6579
325	12249	6538
326	12277	6495
327	12305	6453
328	12346	6416
329	12376	6375
330	12406	6334
331	12439	6294
332	12492	6264
333	12557	6241
334	12594	6203
335	12635	6167
336	12665	6126
337	12700	6087
338	12728	6045
339	12757	6003
340	12786	5961
341	12817	5921
342	12845	5879
343	12873	5837
344	12902	5796
345	12934	5757
346	12964	5716
347	12993	5675
348	13025	5635
349	13057	5596
350	13086	5555
351	13117	5515
352	13146	5474
353	13172	5432
354	13200	5391
355	13228	5351
356	13257	5310
357	13285	5269
358	13313	5228
359	13354	5193
360	13393	5157
361	13425	5118
362	13462	5080
363	13503	5045
364	13542	5008
365	13576	4970
366	13611	4932
367	13647	4895
368	13696	4862
369	13730	4824
370	13767	4786
371	13812	4752
372	14079	4793
373	14167	4773
374	14218	4739
375	14279	4709
376	14332	4676
377	14383	4642
378	14463	4617
379	14532	4589
380	14592	4557
381	14644	4523
382	14683	4485
383	14726	4448
384	14759	4408
385	14804	4372
386	14841	4333
387	14889	4297
388	14986	4276
389	15081	4253
390	15136	4219
391	15173	4180
392	15202	4139
393	15231	4097
394	15260	4056
395	15288	4015
396	15320	3974
397	15349	3933
398	15377	3892
399	15408	3852
400	15450	3814
401	15501	3778
402	15568	3747
403	15618	3711
404	15654	3672
405	15685	3631
406	15718	3591
407	15748	3551
408	15778	3510
409	15807	3469
410	15836	3429
411	15864	3388
412	15897	3348
413	15929	3308
414	15956	3268
415	15988	3228
416	16019	3188
417	16049	3148
418	16077	3108
419	16106	3067
420	16133	3027
421	16161	2987
422	16192	2947
423	16220	2907
424	16246	2867
425	16275	2827
426	16303	2787
427	16334	2747
428	16364	2708
429	16400	2669
430	16439	2631
431	16478	2593
432	16515	2555
433	16549	2516
434	16580	2477
435	16614	2438
436	16656	2401
437	16698	2363
438	16766	2329
439	16825	2294
440	16867	2256
441	16898	2217
442	16931	2178
443	16964	2139
444	16994	2100
445	17028	2061
446	17060	2022
447	17094	1984
448	17127	1945
449	17165	1907
450	17206	1869
451	17272	1834
452	17325	1797
453	17404	1763
454	17461	1726
455	17514	1689
456	17547	1651
457	17577	1611
458	17605	1572
459	17635	1533
460	17662	1494
461	17692	1455
462	17724	1416
463	17752	1377
464	17779	1338
465	17809	1299
466	17837	1260
467	17866	1221
468	17895	1182
469	17924	1144
470	17953	1105
471	17980	1066
472	18008	1027
473	18037	989
474	18065	950
475	18092	912
476	18120	873
477	18148	835
478	18175	796
479	18202	758
480	18234	720
481	18261	681
482	18289	643
483	18318	605
484	18344	567
485	18372	529
486	18400	491
487	18430	453
488	18458	415
489	18487	377
490	18519	339
491	18550	301
492	18578	263
493	18605	225
494	18634	188
495	18663	150
496	18692	112
497	18718	75
498	18750	37
499	18778	0
