iter	Accuracy	Logloss
404	0.968013468	0.1511247321
405	0.968013468	0.1509355123
406	0.968013468	0.1509069175
407	0.968013468	0.1506214233
408	0.968013468	0.1504690365
409	0.968013468	0.1504188662
410	0.968013468	0.1503804958
411	0.968013468	0.1498634124
412	0.9696969697	0.1494804724
413	0.9696969697	0.149194989
414	0.9696969697	0.1489765034
415	0.9696969697	0.1485928506
416	0.9696969697	0.1483724057
417	0.9696969697	0.1483001805
418	0.9713804714	0.1478380614
419	0.9696969697	0.1475009534
420	0.9696969697	0.1472832175
421	0.9696969697	0.1470478418
422	0.9696969697	0.1467468489
423	0.9696969697	0.1461330497
424	0.9696969697	0.1457582845
425	0.9696969697	0.1456583486
426	0.968013468	0.1451278618
427	0.9696969697	0.1447012622
428	0.9696969697	0.1444980183
429	0.9696969697	0.1444470626
430	0.9696969697	0.1439687552
431	0.9696969697	0.1433899493
432	0.9696969697	0.1432364323
433	0.9696969697	0.1429003307
434	0.9696969697	0.1426240114
435	0.9696969697	0.1425578429
436	0.9696969697	0.1422820466
437	0.9696969697	0.1420705615
438	0.9696969697	0.1413946807
439	0.9696969697	0.1413050485
440	0.968013468	0.141097433
441	0.968013468	0.1409693637
442	0.9696969697	0.1408872194
443	0.9696969697	0.1407712302
444	0.968013468	0.1405773198
445	0.968013468	0.1402418906
446	0.968013468	0.1399608997
447	0.968013468	0.1396300721
448	0.968013468	0.1395244301
449	0.968013468	0.139354622
450	0.968013468	0.1390135119
451	0.9696969697	0.1387074182
452	0.9696969697	0.138466073
453	0.9696969697	0.1382674084
454	0.9696969697	0.1380711638
455	0.9713804714	0.1377451911
456	0.9713804714	0.1373665316
457	0.9713804714	0.1373055659
458	0.9713804714	0.1369434918
459	0.9713804714	0.1367586432
460	0.9713804714	0.1362529101
461	0.9713804714	0.1360977554
462	0.9713804714	0.1360204359
463	0.9713804714	0.1357334204
464	0.9713804714	0.1354875735
465	0.9713804714	0.135349561
466	0.9713804714	0.1349510794
467	0.9713804714	0.1348099304
468	0.9713804714	0.1346243616
469	0.9713804714	0.1343453467
470	0.9713804714	0.1339886085
471	0.9713804714	0.1334098949
472	0.9713804714	0.1331565026
473	0.9713804714	0.1329874195
474	0.9713804714	0.1328034333
475	0.9713804714	0.1322765854
476	0.9713804714	0.131980279
477	0.9713804714	0.1317847627
478	0.9713804714	0.1316074598
479	0.9713804714	0.1314456217
480	0.9713804714	0.1314128265
481	0.9713804714	0.1312409833
482	0.9713804714	0.1311824915
483	0.9713804714	0.1306328471
484	0.9713804714	0.1304530504
485	0.9713804714	0.1303986826
486	0.9713804714	0.1303876561
487	0.9713804714	0.1301827866
488	0.9713804714	0.1299942485
489	0.9713804714	0.1299582245
490	0.9713804714	0.1295665969
491	0.9713804714	0.1293908588
492	0.9713804714	0.1292293559
493	0.9713804714	0.1289353616
494	0.9713804714	0.1281300672
495	0.9713804714	0.1280686682
496	0.9713804714	0.1278937455
497	0.9713804714	0.127478343
498	0.9713804714	0.1273356975
499	0.9713804714	0.1271161356
