iter	Passed	Remaining
159	5511	11711
160	5536	11656
161	5563	11608
162	5591	11559
163	5615	11505
164	5649	11471
165	5679	11426
166	5706	11378
167	5731	11325
168	5759	11280
169	5789	11238
170	5799	11157
171	5825	11109
172	5857	11072
173	5892	11039
174	5919	10994
175	5946	10947
176	5977	10907
177	6011	10874
178	6068	10882
179	6319	11233
180	6381	11247
181	6439	11250
182	6485	11233
183	6527	11210
184	6574	11194
185	6612	11163
186	6663	11152
187	6703	11124
188	6739	11090
189	6775	11055
190	6812	11021
191	6845	10981
192	6885	10952
193	6926	10925
194	6969	10900
195	7007	10868
196	7048	10841
197	7085	10807
198	7122	10773
199	7170	10755
200	7213	10729
201	7251	10698
202	7287	10662
203	7320	10622
204	7355	10584
205	7389	10545
206	7422	10506
207	7460	10474
208	7496	10437
209	7533	10402
210	7567	10364
211	7602	10327
212	7632	10283
213	7661	10238
214	7690	10194
215	7717	10146
216	7746	10102
217	7789	10076
218	7834	10052
219	7883	10032
220	7924	10004
221	7954	9961
222	7985	9919
223	8028	9892
224	8067	9859
225	8108	9830
226	8147	9798
227	8189	9770
228	8232	9742
229	8272	9711
230	8309	9676
231	8347	9642
232	8388	9613
233	8428	9580
234	8464	9544
235	8498	9506
236	8544	9481
237	8586	9452
238	8621	9414
239	8658	9380
240	8691	9340
241	8728	9305
242	8771	9276
243	8863	9299
244	8926	9290
245	9009	9302
246	9074	9294
247	9145	9292
248	9206	9280
249	9263	9263
250	9348	9274
251	9386	9237
252	9416	9192
253	9444	9146
254	9477	9105
255	9535	9088
256	9577	9055
257	9619	9022
258	9659	8988
259	9705	8959
260	9808	8981
261	9858	8955
262	9903	8924
263	9943	8889
264	10034	8898
265	10118	8901
266	10164	8869
267	10237	8862
268	10282	8829
269	10356	8822
270	10395	8784
271	10434	8746
272	10475	8710
273	10517	8674
274	10551	8632
275	10578	8585
276	10606	8538
277	10632	8490
278	10660	8444
279	10686	8396
280	10712	8349
281	10740	8302
282	10775	8262
283	10802	8216
284	10829	8169
285	10858	8124
286	10883	8077
287	10912	8033
288	10941	7988
289	10968	7942
290	10997	7898
291	11026	7854
292	11055	7810
293	11087	7768
294	11114	7723
295	11141	7678
296	11176	7638
297	11203	7594
298	11230	7549
299	11260	7506
300	11288	7463
301	11316	7419
302	11343	7375
303	11371	7331
304	11397	7286
305	11427	7244
306	11454	7201
307	11480	7156
308	11509	7114
309	11537	7071
310	11564	7027
311	11593	6985
312	11622	6943
313	11650	6901
314	11677	6858
315	11706	6816
316	11736	6775
317	11764	6733
318	11791	6690
319	11822	6649
320	11849	6607
321	11876	6565
322	11903	6522
323	11932	6481
324	11960	6440
325	11990	6399
326	12018	6358
327	12052	6320
328	12079	6278
329	12107	6237
330	12136	6196
331	12164	6155
332	12191	6113
333	12220	6073
334	12249	6033
335	12279	5993
336	12306	5952
337	12332	5910
338	12361	5871
339	12386	5828
340	12413	5788
341	12440	5747
342	12473	5709
343	12501	5669
344	12529	5629
345	12556	5588
346	12584	5548
347	12612	5509
348	12641	5469
349	12668	5429
350	12696	5389
351	12722	5349
352	12752	5310
353	12781	5271
354	12809	5231
355	12836	5192
356	12866	5153
357	12896	5115
358	12924	5076
359	12953	5037
360	12982	4998
361	13014	4961
362	13043	4922
363	13070	4883
364	13096	4844
365	13126	4805
366	13152	4766
367	13180	4727
368	13209	4689
369	13237	4651
370	13265	4612
371	13296	4575
372	13333	4539
373	13362	4501
374	13390	4463
375	13416	4424
376	13445	4386
377	13473	4348
378	13502	4310
379	13540	4275
380	13569	4238
381	13598	4200
382	13626	4162
383	13656	4125
384	13685	4087
385	13713	4050
386	13756	4016
387	13815	3987
388	13901	3966
389	13946	3933
390	14019	3908
391	14068	3876
392	14121	3844
393	14160	3809
394	14209	3777
395	14266	3746
396	14309	3712
397	14352	3678
398	14407	3646
399	14456	3614
400	14790	3651
401	14872	3625
402	14922	3591
403	14973	3558
404	15023	3523
405	15081	3491
406	15148	3461
407	15196	3426
408	15251	3393
409	15283	3355
410	15320	3317
411	15353	3279
412	15384	3240
413	15413	3201
414	15445	3163
415	15476	3124
416	15509	3086
417	15536	3047
418	15578	3011
419	15612	2973
420	15642	2935
421	15670	2896
422	15699	2857
423	15731	2819
424	15769	2782
425	15858	2754
426	15929	2723
427	15972	2687
428	16006	2649
429	16037	2610
430	16068	2572
431	16097	2533
432	16132	2496
433	16166	2458
434	16196	2420
435	16233	2382
436	16271	2345
437	16302	2307
438	16329	2269
439	16358	2230
440	16390	2192
441	16417	2154
442	16458	2117
443	16490	2079
444	16522	2042
445	16549	2003
446	16578	1965
447	16612	1928
448	16643	1890
449	16673	1852
450	16703	1814
451	16730	1776
452	16759	1738
453	16793	1701
454	16825	1664
455	16859	1626
456	16888	1589
457	16917	1551
458	16948	1513
459	16978	1476
460	17006	1438
461	17048	1402
462	17076	1364
463	17108	1327
464	17153	1291
465	17187	1254
466	17219	1216
467	17248	1179
468	17277	1142
469	17315	1105
470	17348	1068
471	17375	1030
472	17404	993
473	17447	957
474	17475	919
475	17502	882
476	17535	845
477	17575	808
478	17613	772
479	17643	735
480	17671	698
481	17699	660
482	17737	624
483	17767	587
484	17797	550
485	17827	513
486	17857	476
487	17886	439
488	17925	403
489	17958	366
490	17992	329
491	18024	293
492	18053	256
493	18082	219
494	18113	182
495	18144	146
496	18178	109
497	18208	73
498	18237	36
499	18265	0
