iter	Passed	Remaining
127	13300	90609
128	13396	90451
129	13487	90262
130	13581	90093
131	13700	90092
132	13828	90147
133	13938	90082
134	14033	89918
135	14161	89965
136	14282	89968
137	14396	89928
138	14507	89864
139	14627	89853
140	14726	89719
141	14825	89579
142	14991	89844
143	15197	90339
144	15409	90864
145	15622	91380
146	15818	91788
147	16030	92283
148	16235	92729
149	16450	93218
150	16647	93599
151	16869	94113
152	17027	94263
153	17123	94069
154	17228	93924
155	17340	93818
156	17473	93820
157	17597	93781
158	17699	93615
159	17813	93523
160	17946	93522
161	18066	93456
162	18176	93338
163	18302	93300
164	18446	93351
165	18572	93308
166	18715	93353
167	18892	93562
168	19064	93741
169	19238	93929
170	19533	94696
171	20048	96513
172	20522	98103
173	20637	97970
174	20815	98132
175	20926	97975
176	21033	97801
177	21154	97690
178	21299	97693
179	21428	97619
180	21563	97572
181	21665	97377
182	21758	97138
183	21857	96934
184	21955	96720
185	22048	96492
186	22144	96275
187	22245	96081
188	22518	96626
189	22786	97144
190	22986	97361
191	23131	97343
192	23233	97149
193	23370	97096
194	23482	96940
195	23593	96783
196	23824	97110
197	23940	96972
198	24138	97159
199	24245	96982
200	24368	96867
201	24491	96755
202	24596	96569
203	24692	96347
204	24801	96181
205	24918	96046
206	25064	96020
207	25241	96111
208	25379	96053
209	25602	96313
210	25760	96326
211	25899	96266
212	26039	96211
213	26147	96037
214	26283	95966
215	26407	95849
216	26553	95812
217	26663	95646
218	26784	95519
219	26899	95372
220	27061	95388
221	27190	95289
222	27318	95185
223	27482	95207
224	27682	95351
225	27845	95365
226	27951	95182
227	28069	95040
228	28177	94868
229	28281	94682
230	28370	94446
231	28483	94289
232	28590	94115
233	28702	93956
234	28812	93794
235	28932	93662
236	29028	93455
237	29141	93303
238	29258	93162
239	29361	92979
240	29460	92781
241	29583	92663
242	29677	92451
243	29775	92256
244	29877	92071
245	29971	91863
246	30071	91675
247	30193	91553
248	30316	91436
249	30418	91256
250	30523	91084
251	30639	90944
252	30754	90805
253	30886	90714
254	30992	90547
255	31097	90378
256	31221	90261
257	31507	90615
258	31651	90555
259	31772	90430
260	31882	90271
261	31991	90112
262	32150	90095
263	32287	90012
264	32408	89886
265	32519	89734
266	32637	89599
267	32747	89444
268	32836	89232
269	32953	89096
270	33172	89236
271	33290	89100
272	33383	88900
273	33483	88717
274	33587	88549
275	33732	88487
276	33848	88347
277	33958	88193
278	34043	87976
279	34129	87761
280	34276	87704
281	34384	87545
282	34487	87377
283	34648	87353
284	34801	87310
285	34907	87145
286	34999	86950
287	35122	86830
288	35228	86669
289	35273	86359
290	35401	86252
291	35510	86099
292	35585	85866
293	35684	85692
294	35878	85743
295	35998	85619
296	36137	85536
297	36243	85378
298	36351	85225
299	36508	85187
300	36624	85051
301	36714	84856
302	36848	84764
303	36968	84638
304	37066	84463
305	37171	84303
306	37279	84151
307	37385	83995
308	37474	83802
309	37594	83678
310	37720	83567
311	37827	83415
312	37948	83292
313	38061	83153
314	38142	82945
315	38247	82788
316	38583	83131
317	38719	83039
318	38855	82948
319	38984	82842
320	39087	82680
321	39189	82517
322	39316	82406
323	39466	82343
324	39579	82203
325	39690	82060
326	39789	81891
327	39892	81730
328	40004	81590
329	40115	81447
330	40209	81270
331	40282	81050
332	40387	80896
333	40479	80716
334	40556	80506
335	40660	80352
336	40761	80192
337	40928	80162
338	41059	80060
339	41168	79914
340	41307	79828
341	41436	79723
342	41560	79606
343	41690	79502
344	41826	79409
345	41921	79239
346	42043	79118
347	42149	78968
348	42302	78908
349	42416	78774
350	42595	78759
351	42794	78780
352	42889	78609
353	43000	78470
354	43103	78314
